No.,V,Compound,Group,Type,To IS,Ret.Time [min.],from [min.],...to [min.],Sum from [min.],Sum ...to [min.],SSV,QVal.,Peak ID,Comments,Search,Integrate,RI_exp,RT_exp,from,to,sumfrom,sumto
500,NA,139,22-23min,NA,NA,20.7638305664067,20.2638305664067,21.2638305664067,19.7638305664066,21.7638305664067,7,90,Best Q Value (1),NA,(Default),(Default),1321.5507680690916,18.53013426431495,18.03013426431495,19.03013426431495,17.53013426431495,19.53013426431495
501,NA,153,25-26min,NA,NA,20.8271097819015,20.3271097819014,21.3271097819015,19.8271097819014,21.8271097819015,7,90,Best Q Value (1),NA,(Default),(Default),1323.8442831355164,18.589969427613756,18.089969427613756,19.089969427613756,17.589969427613756,19.589969427613756
502,NA,97,18-19min,NA,NA,20.8524210611983,20.3524210611983,21.3524210611983,19.8524210611983,21.8524210611984,7,90,Best Q Value (1),Theaspirane isomer?,(Default),(Default),1324.761674414213,18.613903108178267,18.113903108178267,19.113903108178267,17.613903108178267,19.613903108178267
503,NA,2-Methyl-1-undecanol,ms-sub,NA,NA,21.2629333496098,20.7629333496098,21.7629333496098,20.2629333496098,22.2629333496098,7,90,Best Q Value (1),"From NIST: C12H26O, Mol.weight = 186; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: 1-Undecanol, 2-methyl-;",(Default),(Custom),1339.640432171594,19.002072740516468,18.502072740516468,19.502072740516468,18.002072740516468,20.002072740516468
504,NA,Methyl o-anisate,29-30min,NA,NA,21.4177225748702,20.9177225748702,21.9177225748702,20.4177225748702,22.4177225748702,7,90,Best Q Value (1),"Benzoic acid, 2-methoxy-, methyl ester",(Default),(Default),1347,19.194075378418358,18.694075378418358,19.694075378418358,18.194075378418358,20.194075378418358
505,NA,"Quinoline, 5-methyl-",new,TRUE,NA,21.4272135416671,20.9272135416671,21.9272135416671,20.4272135416671,22.4272135416671,7,90,Best Q Value (1),NA,(Default),(Default),1346,19.16798653157591,18.66798653157591,19.66798653157591,18.16798653157591,20.16798653157591
506,NA,170,29-30min,NA,NA,21.4989298502608,20.9989298502608,21.9989298502609,20.4989298502608,22.4989298502609,7,90,Best Q Value (1),NA,(Default),(Default),1348.1939757898942,19.225224829934497,18.725224829934497,19.725224829934497,18.225224829934497,20.225224829934497
507,NA,Methyl anthranilate,32-33min,NA,NA,21.502095540365,21.002095540365,22.002095540365,20.502095540365,22.502095540365,7,90,Best Q Value (1),"From NIST: C8H9NO2, Mol.weight = 151; Contributor: FOOD RESEARCH REPORT 122, K.E. MURRAY & COLLEAGUES, DIV OF FOOD RESEARCH, CSIRO, AUSTRALIA; Synonyms: Anthranilic acid, methyl ester, o-Carbomethoxyaniline, Methyl anthranilate, Methyl o-aminobenzoate, Methyl 2-aminobenzoate, 2-(Methoxycarbonyl)aniline, 2-Aminobenzoic acid methyl ester, o-Aminobenzoic acid, methyl ester, Nevoli oil, 2-Carbomethoxyaniline, Methylester kyseliny anthranilove, Neroli oil, artifical, Methyl ester of o-Aminobenzoic acid, Carbomethoxyaniline, Neroli oil, artificial, o-Amino methyl benzoate;",(Default),(Default),1340,19.01145345052122,18.51145345052122,19.51145345052122,18.01145345052122,20.01145345052122
508,NA,26,34-35min,NA,NA,21.6392008463546,21.1392008463546,22.1392008463546,20.6392008463546,22.6392008463546,7,90,Best Q Value (1),NA,(Default),(Default),1353.2780091554778,19.357861397751098,18.857861397751098,19.857861397751098,18.357861397751098,20.357861397751098
509,NA,"Phenol<2,6-dimethoxy->",32-33min,NA,NA,21.7531046549484,21.2531046549483,22.2531046549484,20.7531046549483,22.7531046549484,7,90,Best Q Value (1),22.24,(Default),(Default),1346,19.16798653157591,18.66798653157591,19.66798653157591,18.16798653157591,20.16798653157591
510,NA,"Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester",25-26min,NA,NA,21.8163838704431,21.3163838704431,22.3163838704432,20.8163838704431,22.8163838704432,7,90,Best Q Value (1),"From NIST: C12H24O3, Mol.weight = 216; Contributor: R.A. HITES, MIT, CAMBRIDGE, MASS, USA.; Synonyms: 2,2-Dimethyl-1-(2-hydroxy-1-isopropyl)propyl ester of isobutanoic acid, 1-(2-Hydroxy-1-methylethyl)-2,2-dimethylpropyl 2-methylpropanoate  #;",(Default),(Default),1389,20.28980694580117,19.78980694580117,20.78980694580117,19.28980694580117,21.28980694580117
511,NA,Geranic acid,34-35min,NA,NA,21.8311503092452,21.3311503092452,22.3311503092452,20.8311503092452,22.8311503092452,7,90,Best Q Value (1),"From NIST: C10H16O2, Mol.weight = 168; Contributor: Philip Morris R&D; Synonyms: 2,6-Octadienoic acid, 3,7-dimethyl-, 3,7-Dimethyl-2,6-octadienoic acid, (2E)-3,7-Dimethyl-2,6-octadienoic acid  #;",(Default),(Default),1353,19.35060845947304,18.85060845947304,19.85060845947304,18.35060845947304,20.35060845947304
512,NA,"3-Buten-2-one, 4-phenyl-",30-31min,NA,NA,21.92079671224,21.42079671224,22.42079671224,20.92079671224,22.92079671224,7,90,Best Q Value (1),"From NIST: C10H10O, Mol.weight = 146; Contributor: Chemical Concepts; Synonyms: Acetocinnamone, Benzalacetone, Benzylideneacetone, Methyl ?-styryl ketone, Methyl styryl ketone, 2-Phenylvinyl methyl ketone, 4-Phenyl-3-buten-2-one, 4-Phenylbutenone, 1-Buten-3-one-1-phenyl, trans-4-Phenyl-3-buten-2-one, Benzalaceton, Styryl methyl ketone, 4-Phenylbut-3-en-2-one, (3E)-4-Phenyl-3-buten-2-one  #;",(Default),(Default),1323,18.567943054199603,18.067943054199603,19.067943054199603,17.567943054199603,19.567943054199603
513,NA,Eugenol,31-32min,NA,NA,21.9534912109379,21.4534912109379,22.4534912109379,20.9534912109379,22.953491210938,7,90,Best Q Value (1),NA,(Default),(Default),1351,19.298430765788147,18.798430765788147,19.798430765788147,18.298430765788147,20.298430765788147
514,NA,gamma-Nonalactone,28-29min,NA,NA,22.0557922363286,21.5557922363286,22.5557922363286,21.0557922363285,23.0557922363286,7,90,Best Q Value (1),"From NIST: C9H16O2, Mol.weight = 156; Contributor: ; Synonyms: ?-n-Amylbutyrolactone, ?-Amyl-?-butyrolactone, ?-Amylbutyrolactone, ?-Nonalactone, ?-Nonanolactone, ?-Nonanolide, Nonan-1,4-olide, Nonanoic acid, 4-hydroxy-, ?-lactone, Nonlacton, Nonlakton, Prunolide, 4-Hydroxynonanoic acid lactone, 4-Nonanolide, 4-Pentylbutanolide, ?-Nonanoic lactone, Aldehyde C-18, 4-Hydroxynonanoic acid, ?-lactone, 1,4-Nonalolide, 5-Pentyldihydro-2(3H)-furanone  #;",(Default),(Default),1366,19.689763468424868,19.189763468424868,20.189763468424868,18.689763468424868,20.689763468424868
515,NA,n-Decanoic acid,33-34min,NA,NA,22.1675882975265,21.6675882975265,22.6675882975265,21.1675882975265,23.1675882975265,7,90,Best Q Value (1),"From NIST: C10H20O2, Mol.weight = 172; Contributor: Chemical Concepts; Synonyms: Decanoic acid, n-Capric acid, n-Decoic acid, n-Decylic acid, Capric acid, Caprinic acid, Caprynic acid, Decoic acid, Decylic acid, 1-Nonanecarboxylic acid, Nonane-1-carboxylic acid, neo-Fat 10, Hexacid 1095, Emery 659, Prifrac 296, Prifrac 2906;",(Default),(Default),1366,19.689763468424868,19.189763468424868,20.189763468424868,18.689763468424868,20.689763468424868
516,NA,157,26-27min,NA,NA,22.2118835449223,21.7118835449223,22.7118835449223,21.2118835449223,23.2118835449223,7,90,Best Q Value (1),NA,(Default),(Default),1374.0345306637716,19.899375108362957,19.399375108362957,20.399375108362957,18.899375108362957,20.899375108362957
517,NA,Eugenol <dihydro->,30-31min,NA,NA,22.2266479492192,21.7266479492192,22.7266479492192,21.2266479492192,23.2266479492192,7,90,Best Q Value (1),23.15,(Default),(Default),1366,19.689763468424868,19.189763468424868,20.189763468424868,18.689763468424868,20.689763468424868
518,NA,266,28-29min,NA,NA,22.2414143880213,21.7414143880213,22.7414143880213,21.2414143880213,23.2414143880213,7,90,Best Q Value (1),NA,(Default),(Default),1375.1048573585983,19.927298697575672,19.427298697575672,20.427298697575672,18.927298697575672,20.927298697575672
519,NA,Hexenyl hexenoate<3Z->,21-22 min,TRUE,NA,22.4038330078129,21.9038330078129,22.903833007813,21.4038330078129,23.403833007813,7,90,Best Q Value (1),23.65,(Default),(Default),1380,20.05500732421914,19.55500732421914,20.55500732421914,19.05500732421914,21.05500732421914
520,NA,"Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester",25-26min,NA,NA,22.4038330078129,21.9038330078129,22.903833007813,21.4038330078129,23.403833007813,7,90,Best Q Value (1),"From NIST: C12H24O3, Mol.weight = 216; Contributor: R.A. HITES, MIT, CAMBRIDGE, MASS, USA.; Synonyms: 3-Hydroxy-2,2,4-trimethylpentyl ester of isobutanoic acid, 3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate  #;",(Default),(Default),1378,20.00282963053424,19.50282963053424,20.50282963053424,19.00282963053424,21.00282963053424
521,NA,Biphenyl,27-28min,NA,NA,22.521954345703602,22.021954345703602,23.021954345703602,21.521954345703602,23.521954345703602,7,90,Best Q Value (1),23.51,(Default),(Default),1383,20.13327386474648,19.63327386474648,20.63327386474648,19.13327386474648,21.13327386474648
522,NA,Muurolene<alpha->,22-23 min,TRUE,NA,22.5739990234379,22.0739990234379,23.073999023438,21.5739990234379,23.573999023438,7,90,Best Q Value (1),28.83,(Default),(Default),1504,23.14264721679734,22.64264721679734,23.64264721679734,22.14264721679734,24.14264721679734
523,NA,183,31-32min,NA,NA,22.5852335611984,22.0852335611984,23.0852335611984,21.5852335611983,23.5852335611984,7,90,Best Q Value (1),NA,(Default),(Default),1387.5663654168352,20.252405072732948,19.752405072732948,20.752405072732948,19.252405072732948,21.252405072732948
524,NA,E-beta-Ionone,26-27min,NA,NA,22.5890116373702,22.0890116373702,23.0890116373703,21.5890116373702,23.5890116373703,7,90,Best Q Value (1),"From NIST: C13H20O, Mol.weight = 192; Contributor: NIST Mass Spectrometry Data Center, 1998.; Synonyms: ?-Ionone, 4-(2,6,6-Trimethyl-1-cyclohexenyl)-3-buten-2-one, ?-Cyclocitrylideneacetone, ?-Ionene, Ionone, ?-, 4-(2,6,6-Trimethyl-1-cyclohexen-l-yl)-3-buten-2-one, 4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one, 3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (E)-, (3E)-4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one  #;",(Default),(Default),1488.4,22.76216455891973,22.26216455891973,23.26216455891973,21.76216455891973,23.76216455891973
525,NA,"5,6-epoxy-beta-Ionone",27-28min,NA,NA,22.5900126139327,22.0900126139327,23.0900126139328,21.5900126139327,23.5900126139328,7,90,Best Q Value (1),"From NIST: C13H20O2, Mol.weight = 208; Contributor: Chemical Concepts; Synonyms: ?-Ionon-5,6-epoxide, ?-Ionone epoxide, 2,3-Epoxy-?-ionone, 7-Oxabicyclo[4.1.0]heptane, 3-buten-2-one deriv., 5,6-Epoxy-?-ionone, (3E)-4-(2,2,6-Trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-3-buten-2-one  #;",(Default),(Default),1488,22.752275960286916,22.252275960286916,23.252275960286916,21.752275960286916,23.752275960286916
526,NA,4-Methylbiphenyl,29-30min,NA,NA,22.6000203450525,22.1000203450525,23.1000203450525,21.6000203450525,23.6000203450526,7,90,Best Q Value (1),"From NIST: C13H12, Mol.weight = 168; Contributor: ; Synonyms: Biphenyl, 4-methyl-, p-Methylbiphenyl, p-Methyldiphenyl, 4-Methylbiphenyl, 4-Methyldiphenyl, 4-Phenyltoluene, 1-Methyl-4-phenylbenzene, FEMA 3186, 4-Methyl-1,1'-biphenyl, p-Phenyltoluene;",(Default),(Default),1485,22.67811147054082,22.17811147054082,23.17811147054082,21.67811147054082,23.67811147054082
527,NA,176,30-31min,NA,NA,22.6040242513025,22.1040242513025,23.1040242513025,21.6040242513025,23.6040242513026,7,90,Best Q Value (1),NA,(Default),(Default),1388.2474220722518,20.27017305550714,19.77017305550714,20.77017305550714,19.27017305550714,21.27017305550714
528,NA,Menthyl lactate,28-29min,NA,NA,22.605025227865,22.105025227865,23.105025227865,21.605025227865,23.6050252278651,7,90,Best Q Value (1),28.05,(Default),(Default),1481,22.579225484212692,22.079225484212692,23.079225484212692,21.579225484212692,23.579225484212692
529,NA,191,32-33min,NA,NA,22.6140828450525,22.1140828450525,23.1140828450525,21.6140828450525,23.6140828450526,7,90,Best Q Value (1),NA,(Default),(Default),1388.6119894287256,20.279684197433937,19.779684197433937,20.779684197433937,19.279684197433937,21.279684197433937
530,NA,"Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",36-37min,NA,NA,22.6330485026046,22.1330485026046,23.1330485026046,21.6330485026046,23.6330485026046,7,90,Best Q Value (1),"From NIST: C11H14O2, Mol.weight = 178; Contributor: T.A.BLAZER DU PONT, GIBBSTOWN, N.J., USA; Synonyms: 1-[4-(1-Hydroxy-1-methylethyl)phenyl]ethanone  #;",(Default),(Default),1432,21.367872151693124,20.867872151693124,21.867872151693124,20.367872151693124,22.367872151693124
531,NA,Amorphene<alpha->,21-22 min,TRUE,NA,22.637622070313,22.1376220703129,23.137622070313,21.6376220703129,23.637622070313,7,90,Best Q Value (1),28.13,(Default),(Default),1485,22.67811147054082,22.17811147054082,23.17811147054082,21.67811147054082,23.67811147054082
532,NA,Dodecanol<N->,27-28min,NA,NA,22.643627929688,22.1436279296879,23.143627929688,21.6436279296879,23.643627929688,7,90,Best Q Value (1),27.52,(Default),(Default),1477,22.48033949788456,21.98033949788456,22.98033949788456,21.48033949788456,23.48033949788456
533,NA,172,29-30min,NA,NA,22.6446289062505,22.1446289062504,23.1446289062505,21.6446289062504,23.6446289062505,7,90,Best Q Value (1),NA,(Default),(Default),1389.7191120602204,20.308567750202815,19.808567750202815,20.808567750202815,19.308567750202815,21.308567750202815
534,NA,"Naphthalene, 1-isocyano-",35-36min,NA,NA,22.647094726563,22.1470947265629,23.147094726563,21.6470947265629,23.647094726563,7,90,Best Q Value (1),"From NIST: C11H7N, Mol.weight = 153; Contributor: ; Synonyms: 1-Naphthyl isocyanide;",(Default),(Default),1389.8084841548898,20.310899365092638,19.810899365092638,20.810899365092638,19.310899365092638,21.310899365092638
535,NA,171,29-30min,NA,NA,22.6536356608077,22.1536356608077,23.1536356608078,21.6536356608077,23.6536356608078,7,90,Best Q Value (1),NA,(Default),(Default),1390.0455561716874,20.317084300629503,19.817084300629503,20.817084300629503,19.317084300629503,21.317084300629503
536,NA,gamma-Decanolactone,30-31min,NA,NA,22.662642415365,22.162642415365,23.162642415365,21.662642415365,23.6626424153651,7,90,Best Q Value (1),"From NIST: C10H18O2, Mol.weight = 170; Contributor: Chemical Concepts; Synonyms: ?-Decalactone, ?-Decanolactone, ?-Hexyl-?-butyrolactone, ?-Hexylbutyrolactone, Decanoic acid, 4-hydroxy-, ?-lactone, Decanolactone, 4-Decalactone, 4-Decanolide, 4-Hexyl-?-butyrolactone, 4-Hexyl-4-butanolide, 4-Hydroxydecanoic acid, ?-lactone, 5-Hexyldihydro-2(3H)-furanone, 5-Hexyltetrahydro-2-furanone, ?-n-Decalactone, ?-n-Hexyl-?-butyrolactone, Decanoic acid, ?-lactone, Decanolide-1,4, Hydroxydecanoic acid ?-lactone, 4-Hydroxydecanoic acid lactone;",(Default),(Default),1468,22.257846028646274,21.757846028646274,22.757846028646274,21.257846028646274,23.257846028646274
537,NA,161,27-28min,NA,NA,22.6801045735682,22.1801045735682,23.1801045735682,21.6801045735681,23.6801045735682,7,90,Best Q Value (1),"Benzoic acid, 4-methyl-, 2-methylpropyl ester",(Default),(Default),1391.0049051416993,20.3421126089766,19.8421126089766,20.8421126089766,19.3421126089766,21.3421126089766
538,NA,Undecanoic acid,34-35min,NA,NA,22.6816589355473,22.1816589355473,23.1816589355473,21.6816589355473,23.6816589355473,7,90,Best Q Value (1),"From NIST: C11H22O2, Mol.weight = 186; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: n-Undecanoic acid, n-Undecoic acid, n-Undecylic acid, Hendecanoic acid, Undecylic acid, 1-Decanecarboxylic acid;",(Default),(Default),1474,22.40617500813847,21.90617500813847,22.90617500813847,21.40617500813847,23.40617500813847
539,NA,177,30-31min,NA,NA,22.689536539714,22.189536539714,23.189536539714,21.689536539714,23.689536539714,7,90,Best Q Value (1),"Benzenepropanoic acid, ?-methyl-, ethyl ester",(Default),(Default),1391.346760777744,20.3510312283076,19.8510312283076,20.8510312283076,19.3510312283076,21.3510312283076
540,NA,190,32-33min,NA,NA,22.7046773274744,22.2046773274744,23.2046773274744,21.7046773274744,23.7046773274744,7,90,Best Q Value (1),NA,(Default),(Default),1391.895529035607,20.365347959338983,19.865347959338983,20.865347959338983,19.365347959338983,21.365347959338983
541,NA,Geranylacetone,25-26min,NA,NA,22.7142557779952,22.2142557779952,23.2142557779953,21.7142557779952,23.7142557779953,7,90,Best Q Value (1),"5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-",(Default),(Default),1453,21.887023579915795,21.387023579915795,22.387023579915795,20.887023579915795,22.887023579915795
542,NA,Isoeugenol,34-35min,NA,NA,22.724692789714,22.224692789714,23.224692789714,21.724692789714,23.724692789714,7,90,Best Q Value (1),"From NIST: C10H12O2, Mol.weight = 164; Contributor: NIST Mass Spectrometry Data Center, 1998.; Synonyms: Phenol, 2-methoxy-4-propenyl-, (E)-, (E)-Isoeugenol, trans-p-Propenylquaiacol, trans-Isoeugenol, trans-2-Methoxy-4-propenylphenol, iso-Eugenol 2, Isoeugenol E;, 2-Methoxy-4-[(1E)-1-propenyl]phenol  #;",(Default),(Default),1457,21.985909566243922,21.485909566243922,22.485909566243922,20.985909566243922,22.985909566243922
543,NA,1-(4-tert-Butylphenyl)propan-2-one,28-29min,NA,NA,22.726694742839,22.226694742839,23.226694742839,21.726694742839,23.726694742839,7,90,Best Q Value (1),"From NIST: C13H18O, Mol.weight = 190; Contributor: Insect Chem. Ecol. Lab., USDA, Beltsville, MD 20705; Synonyms: 1-(4-tert-Butylphenyl)propan-2-one;",(Default),(Default),1453,21.887023579915795,21.387023579915795,22.387023579915795,20.887023579915795,22.887023579915795
544,NA,Damascenone<(E)-beta->,24-25min,NA,NA,22.7360514322921,22.2360514322921,23.2360514322921,21.7360514322921,23.7360514322921,7,90,Best Q Value (1),23.87,(Default),(Default),1386,20.211540405273826,19.711540405273826,20.711540405273826,19.211540405273826,21.211540405273826
545,NA,delta-Decalactone,31-32min,NA,NA,22.7390502929692,22.2390502929692,23.2390502929692,21.7390502929692,23.7390502929692,7,90,Best Q Value (1),NA,(Default),(Default),1490,22.80171895345098,22.30171895345098,23.30171895345098,21.80171895345098,23.80171895345098
546,NA,Dehydro-beta-ionone,26-27min,NA,NA,22.7833109537765,22.2833109537765,23.2833109537765,21.7833109537765,23.7833109537765,7,90,Best Q Value (1),"From NIST: C13H18O, Mol.weight = 190; Contributor: Chemical Concepts; Synonyms: (3E)-4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-3-buten-2-one  #;",(Default),(Default),1485,22.67811147054082,22.17811147054082,23.17811147054082,21.67811147054082,23.67811147054082
547,NA,"1,4-DIacetylbenzene",33-34min,NA,NA,22.7871724446619,22.2871724446619,23.2871724446619,21.7871724446619,23.7871724446619,7,90,Best Q Value (1),"From NIST: C10H10O2, Mol.weight = 162; Contributor: ; Synonyms: Benzene, p-diacetyl-, p-Acetylacetophenone, p-Diacetylbenzene, 1,4-Diacetylbenzene;",(Default),(Default),1394.885512282026,20.44335317431629,19.94335317431629,20.94335317431629,19.44335317431629,21.44335317431629
548,NA,alpha-Ionone,25-26min,NA,NA,22.7973225911463,22.2973225911463,23.2973225911463,21.7973225911463,23.7973225911463,7,90,Best Q Value (1),"From NIST: C13H20O, Mol.weight = 192; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-5270; Synonyms: ?-Cyclocitrylideneacetone, ?-Ionone, (E)-?-Ionone, trans-?-Ionone, Ionone, 3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, 4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-one, (3E)-4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-one  #;",(Default),(Default),1433,21.392593648275156,20.892593648275156,21.892593648275156,20.392593648275156,22.392593648275156
549,NA,Pyrethrone,29-30min,NA,NA,22.7977518717452,22.2977518717452,23.2977518717453,21.7977518717452,23.7977518717453,7,90,Best Q Value (1),"From NIST: C11H14O, Mol.weight = 162; Contributor: ; Synonyms: Pyrethrone, 3-Methyl-2-[(2Z)-2,4-pentadienyl]-2-cyclopenten-1-one  #;",(Default),(Default),1395.2689569126203,20.453356802556428,19.953356802556428,20.953356802556428,19.453356802556428,21.453356802556428
550,NA,194,33-34min,NA,NA,22.808188883464,22.308188883464,23.308188883464,21.808188883464,23.808188883464,7,90,Best Q Value (1),NA,(Default),(Default),1395.6472397885748,20.463225766570325,19.963225766570325,20.963225766570325,19.463225766570325,21.463225766570325
551,NA,189,32-33min,NA,NA,22.8093322753911,22.3093322753911,23.3093322753911,21.8093322753911,23.8093322753911,7,90,Best Q Value (1),NA,(Default),(Default),1395.6886813044205,20.464306927930142,19.964306927930142,20.964306927930142,19.464306927930142,21.464306927930142
552,NA,Coumarin,new,TRUE,NA,22.8160522460942,22.3160522460942,23.3160522460942,21.8160522460942,23.8160522460942,7,90,Best Q Value (1),25.97,(Default),(Default),1432,21.367872151693124,20.867872151693124,21.867872151693124,20.367872151693124,22.367872151693124
553,NA,"1,4-Dimethylnaphthalene",27-28 min,TRUE,NA,22.8253458658859,21.8253458658859,23.8253458658859,20.8253458658858,24.8253458658859,7,90,Best Q Value (1),NA,(Custom),(Default),1422,21.120657185872805,20.620657185872805,21.620657185872805,20.120657185872805,22.120657185872805
554,NA,"Naphthalene, 2,6-dimethyl-",27-28min,NA,NA,22.8347819010421,22.3347819010421,23.3347819010421,21.8347819010421,23.8347819010421,7,90,Best Q Value (1),"From NIST: C12H12, Mol.weight = 156; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: 2,6-Dimethylnaphthalene;",(Default),(Default),1423,21.145378682454837,20.645378682454837,21.645378682454837,20.145378682454837,22.145378682454837
555,NA,Cedr-8-ene,18-19min,NA,NA,22.8403584798182,22.3403584798182,23.3403584798182,21.8403584798181,23.8403584798182,7,90,Best Q Value (1),"From NIST: C15H24, Mol.weight = 204; Contributor: ; Synonyms: Cedr-8-ene, ?-Cedrene;",(Default),(Default),1410,20.823999226888418,20.323999226888418,21.323999226888418,19.823999226888418,21.823999226888418
556,NA,27,29-30min,NA,NA,22.845933024089,22.345933024089,23.345933024089,21.845933024089,23.845933024089,7,90,Best Q Value (1),NA,(Default),(Default),1397.0152522475757,20.498915634091762,19.998915634091762,20.998915634091762,19.498915634091762,21.498915634091762
557,NA,160,27-28min,NA,NA,22.8467915852869,22.3467915852869,23.3467915852869,21.8467915852869,23.8467915852869,7,90,Best Q Value (1),NA,(Default),(Default),1397.046370254135,20.499727466998923,19.999727466998923,20.999727466998923,19.499727466998923,21.499727466998923
558,NA,Caryophyllene<E->,19-20 min,TRUE,NA,22.8572285970057,22.3572285970057,23.3572285970057,21.8572285970056,23.8572285970057,7,90,Best Q Value (1),25.36,(Default),(Default),1422,21.120657185872805,20.620657185872805,21.620657185872805,20.120657185872805,22.120657185872805
559,NA,"Pentanoic acid, 2-ethylhexyl ester",-,TRUE,NA,22.8819620768234,22.3819620768234,23.3819620768234,21.8819620768234,23.8819620768234,7,90,Best Q Value (1),NA,(Default),(Default),1420,21.071214192708737,20.571214192708737,21.571214192708737,20.071214192708737,22.071214192708737
560,NA,Z-Jasmone,26-27min,NA,NA,22.9038370768234,22.4038370768234,23.4038370768234,21.9038370768234,23.9038370768234,7,90,Best Q Value (1),NA,(Default),(Default),1407,20.749834737142322,20.249834737142322,21.249834737142322,19.749834737142322,21.749834737142322
561,NA,Vanillin,37-38min,NA,NA,22.9124165852869,22.4124165852869,23.4124165852869,21.9124165852869,23.9124165852869,7,90,Best Q Value (1),"From NIST: C8H8O3, Mol.weight = 152; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-1522; Synonyms: Benzaldehyde, 4-hydroxy-3-methoxy-, p-Hydroxy-m-methoxybenzaldehyde, Lioxin, Vanillaldehyde, Vanillic aldehyde, 2-Methoxy-4-formylphenol, 3-Methoxy-4-hydroxybenzaldehyde, 4-Formyl-2-methoxyphenol, 4-Hydroxy-3-methoxybenzaldehyde, 4-Hydroxy-5-methoxybenzaldehyde, Vanilla, m-Anisaldehyde, 4-hydroxy-, Protocatechualdehyde, methyl-, Zimco, 4-Hydroxy-m-anisaldehyde, p-Vanillin, Vanillin, m-Methoxy-p-hydroxybenzaldehyde, Methylprotcatechuic aldehyde, Methylprotocatechuic aldehyde;",(Default),(Default),1403,20.650948750814194,20.150948750814194,21.150948750814194,19.650948750814194,21.650948750814194
562,NA,Longifolene,-,TRUE,NA,22.9138448079432,22.4138448079432,23.4138448079432,21.9138448079431,23.9138448079432,7,90,Best Q Value (1),24.92,(Default),(Default),1412,20.873442220052482,20.373442220052482,21.373442220052482,19.873442220052482,21.873442220052482
563,NA,Dodecanal,22-23min,NA,NA,22.9719991048182,22.4719991048182,23.4719991048182,21.9719991048181,23.9719991048182,7,90,Best Q Value (1),24.95,(Default),(Default),1410,20.823999226888418,20.323999226888418,21.323999226888418,19.823999226888418,21.823999226888418
564,NA,Cadinene<gamma->,post 22-23 min,TRUE,NA,23.2955098470057,22.7955098470057,23.7955098470057,22.2955098470057,24.2955098470057,7,90,Best Q Value (1),29.35,(Default),(Default),1513,23.353502136230944,22.853502136230944,23.853502136230944,22.353502136230944,24.353502136230944
565,NA,195,33-34min,NA,NA,23.5383707682296,23.0383707682296,24.0383707682296,22.5383707682296,24.5383707682297,7,90,Best Q Value (1),NA,(Default),(Default),1423.0558030857414,21.14675821824826,20.64675821824826,21.64675821824826,20.14675821824826,22.14675821824826
566,NA,9 (DCSE),ms-sub,NA,NA,23.5634338378911,23.0634338378911,24.0634338378911,22.5634338378911,24.5634338378911,7,90,Best Q Value (1),"From NIST: C14H26O2, Mol.weight = 226; Contributor: James Little,Eastman Chem.Corp.,Kingsport,TN; Synonyms: 2,4,7,9-Tetramethyl-5-decyne-4,7-diol, 5-Decyne-4,7-diol, 2,4,7,9-tetramethyl-, Surfynol 104, Surfynol 104A, Surfynol 104E, Syrfynol 104, 1,4-Diisobutyl-1,4-dimethylbutynediol, Acetylenic glycol, Surfynol 104BC, Surfynol 104H, Surfynol 104PA, Surfynol 104PG, Surfynol 104S, Surfynol DF-110D, DF-110L, Surfynol PC, Surfynol PG-50, Surfynol TG, Surfynol TG-E, Tetramethyl decynediol;",(Default),(Custom),1424.0029616484978,21.170173395420083,20.670173395420083,21.670173395420083,20.170173395420083,22.170173395420083
567,NA,"Phenol, 2,4-bis(1,1-dimethylethyl)-",33-34min,NA,NA,23.736431884766102,23.236431884766102,24.236431884766102,22.736431884766102,24.736431884766102,7,90,Best Q Value (1),"From NIST: C14H22O, Mol.weight = 206; Contributor: NIST Mass Spectrometry Data Center, 1994; Synonyms: Phenol, 2,4-di-tert-butyl-, 2,4-Di-tert-butylphenol, 2,4-di-t-Butylphenol, 1-Hydroxy-2,4-di-tert-butylbenzene, Antioxidant No. 33, Prodox 146, Prodox 146A-85X, 2,4-Bis(1,1-dimethylethyl)phenol;",(Default),(Default),1521,23.54092873128303,23.04092873128303,24.04092873128303,22.54092873128303,24.54092873128303
